frame,time_s,x,y,z,yaw_deg,speed_kmh,lane_shift,nearest_dist,ref_index,ref_x,ref_y,steer,throttle,brake
290742,5.049234062433243,528.5906982421875,138.09515380859375,-0.0014750480186194181,0.1829872876405716,4.698798250952851,-6.481744460984514e-05,0.028870209573144283,12,528.6195678710938,138.0953369140625,-7.114967593224719e-05,0.75,0.0
290743,5.099234063178301,528.6586303710938,138.09532165527344,-0.002082614926621318,0.1825503706932068,4.9560849050609965,-0.00017530802779219625,0.039062502980232124,12,528.6195678710938,138.0953369140625,-0.00020450420561246574,0.75,0.0
290744,5.149234063923359,528.7305908203125,138.09559631347656,-0.002246379852294922,0.16995921730995178,5.345860690249546,-0.00019608025220918396,0.029235939392047786,13,528.7013549804688,138.09567260742188,0.0004136534407734871,0.75,0.0
290745,5.199234064668417,528.813232421875,138.0958709716797,-0.0022628975566476583,0.15995284914970398,6.4683879525192,-0.000259127379194978,0.018555590958935865,14,528.794677734375,138.09605407714844,0.00012219618656672537,0.75,0.0
290746,5.249234065413475,528.9133911132812,138.09617614746094,-0.0023070715833455324,0.16276895999908447,7.580510420622522,-0.0003689428861264325,0.015566956475655333,15,528.8978271484375,138.0964813232422,0.0002809184661600739,0.75,0.0
290747,5.299234066158533,529.0250244140625,138.0964813232422,-0.0022165870759636164,0.17298974096775055,8.40522115512977,-0.0005180363255306016,0.007279577906418801,16,529.0177612304688,138.0969696044922,0.000466186465928331,0.75,0.0
290748,5.349234066903591,529.151611328125,138.0968475341797,-0.002131290500983596,0.19783060252666473,9.623649436219956,-0.0006781371144484185,0.0021858448340220903,17,529.1536865234375,138.0975341796875,0.0006372273783199489,0.75,0.0
290749,5.399234067648649,529.2918090820312,138.097412109375,-0.002006854861974716,0.19652627408504486,10.381897409121898,-0.0006749058893547055,0.02149791724213673,18,529.3132934570312,138.09817504882812,0.0007180324173532426,0.75,0.0
290750,5.449234068393707,529.4441528320312,138.09791564941406,-0.001842403318732977,0.21182842552661896,11.30574496688173,-0.0007960104672122298,0.05524627646689984,19,529.4993896484375,138.09893798828125,0.00017772038700059056,0.75,0.0
290751,5.499234069138765,529.6093139648438,138.09857177734375,-0.0016895484877750278,0.207016721367836,12.281992085435629,-0.0008205694484786412,0.0976638790965313,20,529.7069702148438,138.09979248046875,0.0006251622107811272,0.75,0.0
290752,5.549234069883823,529.7886352539062,138.09922790527344,-0.0015872764633968472,0.21561279892921448,13.324432315115223,-0.0008991736582970551,0.08166699057900208,20,529.7069702148438,138.09979248046875,0.0003146653762087226,0.75,0.0
290753,5.5992340706288815,529.9834594726562,138.1000213623047,-0.0015674399910494685,0.2121843546628952,14.492122478551565,-0.0009077118807283546,0.050236837303007854,21,529.9332275390625,138.10072326660156,0.0005191178061068058,0.75,0.0
290754,5.6492340713739395,530.1963500976562,138.10084533691406,-0.0016684150323271751,0.21616186201572418,15.84176280610287,-0.0009482599765533438,0.026624558161093846,22,530.1697387695312,138.1016845703125,0.0002929144538938999,0.75,0.0
290755,5.699234072118998,530.4273681640625,138.1017608642578,-0.0018336295615881681,0.21725285053253174,17.080415814416813,-0.000991789220336158,0.02235700048511256,23,530.405029296875,138.1026611328125,0.00041411782149225473,0.75,0.0
290756,5.749234072864056,530.6723022460938,138.10276794433594,-0.0019178199581801891,0.21940283477306366,17.704282511830645,-0.000986533644947939,0.02479607214706635,24,530.6475219726562,138.10365295410156,0.00043945148354396224,0.75,0.0
290757,5.799234073609114,530.91845703125,138.10374450683594,-0.0016374397091567516,0.22129343450069427,17.841216819590006,-0.0010178328422796317,0.004932154260458233,25,530.9232788085938,138.1047821044922,0.000279830681392923,0.75,0.0
290758,5.849234074354172,531.1646728515625,138.10475158691406,-0.0011390113504603505,0.22327014803886414,18.113324775548733,-0.0010151373712687958,0.057630771716662664,26,531.2222900390625,138.1060028076172,0.0004122609971091151,0.75,0.0
290759,5.89923407509923,531.4362182617188,138.10585021972656,-0.0010653495555743575,0.22495655715465546,20.35941730649584,-0.0010244258251077597,0.08887803488331779,27,531.5250854492188,138.10723876953125,0.00030069166678003967,0.75,0.0
290760,5.949234075844288,531.7225952148438,138.10702514648438,-0.001069354941137135,0.22670410573482513,20.705426225236145,-0.0010319518723918063,0.10938501418625012,28,531.8319702148438,138.10850524902344,0.0003450220392551273,0.75,0.0
290761,5.999234076589346,532.010986328125,138.1082000732422,-0.000828380580060184,0.22862444818019867,20.905172576944107,-0.001031479406861997,0.13556837026901566,29,532.1465454101562,138.1097869873047,0.00034251189208589494,0.75,0.0
290762,6.049234077334404,532.3040771484375,138.10940551757812,-0.0005248451489023864,0.23049603402614594,21.363840939134498,-0.0010269156083211254,0.15753220015306246,29,532.1465454101562,138.1097869873047,0.0003171220305375755,0.75,0.0
290763,6.099234078079462,532.6039428710938,138.11065673828125,-0.00027490616776049137,0.2328042834997177,21.842525982687796,-0.0010131850990546746,0.13183678609080418,30,532.4721069335938,138.1111297607422,0.00030318068456836045,0.75,0.0
290764,6.14923407882452,532.9127807617188,138.11195373535156,-0.00013978958304505795,0.2368282526731491,22.5532755888654,-0.0009694413779470731,0.10254053387267438,31,532.8102416992188,138.1125030517578,0.00026994379004463553,0.75,0.0
290765,6.199234079569578,533.2322387695312,138.11334228515625,-0.00014959335385356098,0.22029240429401398,23.430187453356588,-0.0008994356020366435,0.07055928050451794,32,533.1616821289062,138.11395263671875,0.0001594022469362244,0.75,0.0
290766,6.249234080314636,533.5690307617188,138.11448669433594,-0.00042127608321607113,0.28707876801490784,24.715664983283414,-0.0011348372975987762,0.05353566094000211,33,533.5155029296875,138.1154022216797,5.4071912018116564e-05,0.75,0.0
290767,6.299234081059694,533.914794921875,138.11599731445312,-0.0005803870735689998,0.3196364939212799,24.85633620635258,-0.0010380376683372084,0.04853020619760897,34,533.8662719726562,138.11683654785156,0.0011288801906630397,0.75,0.0
290768,6.349234081804752,534.2591552734375,138.11767578125,-0.0004162788391113281,0.3444136679172516,24.80017829893138,-0.0007701694559898436,0.016677374802289466,35,534.2424926757812,138.11837768554688,6.271486654441105e-07,0.75,0.0
290769,6.39923408254981,534.6102905273438,138.11947631835938,-0.00029443742823787034,0.35728907585144043,26.269111660562892,-0.0004155323885584061,0.04382728249884171,36,534.6541137695312,138.1200714111328,-0.0006363385473378003,0.75,0.0
290770,6.4492340832948685,534.9949340820312,138.12156677246094,-0.0008667945512570441,0.3595941662788391,28.355018616827337,0.00010746196880972552,0.09326212318692217,37,535.0881958007812,138.12184143066406,-0.0010170011082664132,0.75,0.0
290771,6.4992340840399265,535.400390625,138.12376403808594,-0.0014694785932078958,0.35383009910583496,29.34748651928787,0.0006404791892862189,0.12652593779205998,38,535.5269165039062,138.12364196777344,-0.00171415985096246,0.75,0.0
290772,6.549234084784985,535.8168334960938,138.1259765625,-0.001794681535102427,0.34320515394210815,30.219594630230734,0.0011494969157865784,0.14648540496464077,39,535.9633178710938,138.12542724609375,-0.0018908350029960275,0.6172083616256714,0.0
290773,6.599234085530043,536.2427368164062,138.128173828125,-0.0018590736435726285,0.3292849659919739,30.910060041882645,0.0015962454354507755,0.1512482698987893,40,536.3939819335938,138.127197265625,-0.0019515795866027474,0.2735428214073181,0.0
290774,6.649234086275101,536.6743774414062,138.13037109375,-0.0016637229127809405,0.3138432800769806,31.22412693003359,0.002022495541041274,0.14356185285370895,41,536.8179321289062,138.12893676757812,-0.0018722856184467673,0.0,0.014695930294692516
290775,6.699234087020159,537.107666015625,138.1324920654297,-0.0012061882298439741,0.2974337041378021,31.2857563732072,0.002371209867902729,0.12812609646636214,42,537.2357788085938,138.13064575195312,-0.0019291103817522526,0.0,0.18151669204235077
290776,6.749234087765217,537.5380859375,138.13450622558594,-0.0005354118184186518,0.280929833650589,30.995270126078456,0.002631127033851039,0.10964085527391514,43,537.647705078125,138.13232421875,-0.001778743346221745,0.0,0.2625923156738281
290777,6.799234088510275,537.9644165039062,138.13645935058594,0.00023511885956395417,0.26485389471054077,30.747392970619675,0.0028267585537378142,0.09036543074021795,44,538.0547485351562,138.13400268554688,-0.0015718856593593955,0.0,0.22061878442764282
290778,6.849234089255333,538.3853149414062,138.13829040527344,0.0010029792319983244,0.24974216520786285,30.252747384047257,0.0029323385714974362,0.07145990678624224,45,538.4567260742188,138.13565063476562,-0.0014310877304524183,0.0,0.18898524343967438
290779,6.899234090000391,538.8012084960938,138.14002990722656,0.001666431431658566,0.23580951988697052,29.95315103546555,0.0029658765964484224,0.05359825104254894,46,538.854736328125,138.1372833251953,-0.0011811732547357678,0.0,0.07634807378053665
290780,6.949234090745449,539.2115478515625,138.14169311523438,0.002192821353673935,0.2235000729560852,29.438207465938724,0.00296164110727659,0.03770234037516384,47,539.2491455078125,138.13888549804688,-0.0009711532038636506,0.0,0.011123069562017918
290781,6.999234091490507,539.6170043945312,138.14324951171875,0.0025450324174016714,0.21263952553272247,29.143398952090763,0.0028480902654450793,0.024932020866581462,48,539.6417846679688,138.1405029296875,-0.0008623335161246359,0.14221525192260742,0.0
290782,7.049234092235565,540.0170288085938,138.14474487304688,0.002757816342636943,0.20370478928089142,28.655108977030448,0.0027082694577416073,0.01693069055830988,49,540.0337524414062,138.14210510253906,-0.0004844141367357224,0.23647667467594147,0.0
290783,7.099234092980623,540.412841796875,138.1461944580078,0.0028223227709531784,0.19667498767375946,28.421780204735747,0.0025316714889243026,0.0147953612510981,50,540.4274291992188,138.1437225341797,-0.00037194040487520397,0.4022352397441864,0.0
290784,7.149234093725681,540.8045043945312,138.14756774902344,0.002785205841064453,0.19135615229606628,28.05934584548562,0.00230703893234363,0.01947597789078292,51,540.8238525390625,138.1453399658203,-0.00021148196537978947,0.49511590600013733,0.0
290785,7.199234094470739,541.1937866210938,138.14892578125,0.0026401327922940254,0.18778438866138458,27.971706870212902,0.0020638888011035293,0.030822697252278146,52,541.2245483398438,138.14698791503906,2.4342318738490576e-06,0.6338883638381958,0.0
290786,7.249234095215797,541.58154296875,138.15025329589844,0.002426853170618415,0.1858096867799759,27.831051433412995,0.001797469629622126,0.047695374551275004,53,541.6292114257812,138.14865112304688,0.00012654444435611367,0.6874651908874512,0.0
290787,7.2992340959608555,541.969970703125,138.15159606933594,0.002136554569005966,0.1853441745042801,27.97865114458214,0.0015580627443512155,0.06745602597026511,54,542.0374145507812,138.1503143310547,0.0002755335299298167,0.75,0.0
290788,7.3492340967059135,542.3605346679688,138.15293884277344,0.0017993735382333398,0.18591146171092987,28.12406942543811,0.0013021468125771168,0.08691921111726747,55,542.4474487304688,138.15199279785156,0.00025336307589896023,0.7318859696388245,0.0
290789,7.399234097450972,542.75537109375,138.15426635742188,0.0014203834580257535,0.18739278614521027,28.512558791745768,0.0010014591624098964,0.10290690700189215,56,542.8582763671875,138.1536865234375,0.000382228841772303,0.7029017806053162,0.0
290790,7.44923409819603,543.1551513671875,138.1556396484375,0.001044635777361691,0.19007018208503723,28.84341101234903,0.000738048827628285,0.11309847803370325,57,543.2682495117188,138.15536499023438,0.000618289690464735,0.5921154618263245,0.0
290791,7.499234098941088,543.5602416992188,138.15707397460938,0.0007087897974997759,0.19371946156024933,29.26831028093753,0.000523673389153595,0.11663819257655327,58,543.6768798828125,138.1570281982422,0.0005739384796470404,0.4928007125854492,0.0
290792,7.549234099686146,543.9697265625,138.15850830078125,0.0004651832568924874,0.19766782224178314,29.524548250630428,0.0002820395428670909,0.11352553829060456,59,544.083251953125,138.15869140625,0.00047890449059195817,0.3582736849784851,0.0
290793,7.599234100431204,544.38232421875,138.16000366210938,0.00034055710420943797,0.20211249589920044,29.77590707164315,8.093401473274243e-05,0.10540829908499523,60,544.4877319335938,138.1603546142578,0.000644902465865016,0.2709086537361145,0.0
290794,7.649234101176262,544.7962646484375,138.16152954101562,0.0003503227198962122,0.2068866640329361,29.809106738635116,-8.99003133554333e-05,0.09350705581776077,61,544.8897705078125,138.16200256347656,0.0005756223690696061,0.18126991391181946,0.0
290795,7.69923410192132,545.2103881835938,138.16307067871094,0.00047758102300576866,0.21173563599586487,29.851989841509642,-0.0002517279090170671,0.08008022421899842,62,545.2904663085938,138.1636505126953,0.0005325519014149904,0.15709088742733002,0.0
290796,7.749234102666378,545.6231689453125,138.16465759277344,0.000699863419868052,0.21661357581615448,29.68562930134582,-0.00035302101565548913,0.06653126176403527,63,545.689697265625,138.165283203125,0.0005574112292379141,0.12884309887886047,0.0
290797,7.799234103411436,546.0340576171875,138.16624450683594,0.000969257322140038,0.2212255895137787,29.599828583698315,-0.0004473119624890414,0.05469162108016285,64,546.0887451171875,138.1669158935547,0.0003948653757106513,0.1665625125169754,0.0
290798,7.849234104156494,546.4420776367188,138.16783142089844,0.0012579535832628608,0.2255011349916458,29.32613957480594,-0.0005300993610717364,0.0456599293258593,65,546.4877319335938,138.16854858398438,0.00040760988485999405,0.1807953268289566,0.0
290799,7.899234104901552,546.8475952148438,138.16946411132812,0.0015173149295151234,0.2296067476272583,29.199601651422604,-0.0005681150412613099,0.04010678588273767,66,546.8876953125,138.17019653320312,0.0004014433070551604,0.25737351179122925,0.0
290800,7.94923410564661,547.2501220703125,138.1710968017578,0.0017375755123794079,0.23330794274806976,28.910117372198034,-0.0005738668153867385,0.038703219879120336,67,547.288818359375,138.1718292236328,0.00027188952662982047,0.29174765944480896,0.0
290801,7.999234106391668,547.650390625,138.17274475097656,0.0018848228501155972,0.23637212812900543,28.811442684302104,-0.0005636136528153222,0.041205240371094645,68,547.6915893554688,138.17347717285156,0.0001742585882311687,0.38220861554145813,0.0
290802,8.049234107136726,548.0482788085938,138.1743927001953,0.0019705009181052446,0.23881934583187103,28.580651996974257,-0.0005541146771861373,0.04724712729062776,69,548.0955200195312,138.17514038085938,0.00012528027582447976,0.4168107509613037,0.0
290803,8.099234107881784,548.4450073242188,138.17604064941406,0.001976184779778123,0.24081732332706451,28.562257404627687,-0.0005351127703932008,0.05560826131429524,70,548.5006103515625,138.1768035888672,0.00013063156802672893,0.49676257371902466,0.0
290804,8.149234108626842,548.8407592773438,138.1776885986328,0.0019256400410085917,0.2424561232328415,28.44381297350397,-0.0005098589352030591,0.06549534599146721,71,548.90625,138.178466796875,9.814580698730424e-05,0.5120772123336792,0.0
290805,8.1992341093719,549.2368774414062,138.17933654785156,0.001811389927752316,0.2437511384487152,28.53856338074037,-0.00048485517714880557,0.07532156217037131,72,549.3121948242188,138.1801300048828,7.368453225353733e-05,0.5600286722183228,0.0
290806,8.249234110116959,549.6336669921875,138.1810302734375,0.0016627311706542969,0.24478492140769958,28.549993334452015,-0.00040331816424555157,0.08404873583051505,73,549.7177124023438,138.18177795410156,6.973339623073116e-05,0.5405656099319458,0.0
290807,8.299234110862017,550.0322265625,138.1827392578125,0.0014819907955825329,0.24514265358448029,28.745832123188478,-0.00033053385109838463,0.09063992480175415,74,550.1228637695312,138.18344116210938,-0.00013820486492477357,0.5458935499191284,0.0
290808,8.349234111607075,550.4328002929688,138.18443298339844,0.0013018989702686667,0.24488331377506256,28.842051591782074,-0.0002852619784334866,0.09424067281742111,75,550.5270385742188,138.1851043701172,-0.00012799141404684633,0.491049587726593,0.0
290809,8.399234112352133,550.8357543945312,138.18614196777344,0.0011313057038933039,0.24442026019096375,29.068516735310002,-0.00022197664091550456,0.0947895627085228,76,550.9305419921875,138.18675231933594,-4.9357426178175956e-05,0.4646103084087372,0.0
290810,8.44923411309719,551.2406005859375,138.18785095214844,0.0010009192628785968,0.24377574026584625,29.157323057089467,-0.00017019485164837983,0.09253092741724823,77,551.3331298828125,138.1884002685547,-0.00012717572099063545,0.394461989402771,0.0
290811,8.499234113842249,551.6472778320312,138.18955993652344,0.0009151649428531528,0.2429545670747757,29.33084182648729,-0.00012741583927323037,0.08807508397532825,78,551.7353515625,138.19004821777344,-0.00010436920274514705,0.36460837721824646,0.0
290812,8.549234114587307,552.0548095703125,138.19126892089844,0.0008911704644560814,0.24211452901363373,29.338139942159803,-9.06386781593977e-05,0.08215443127179964,79,552.136962890625,138.1916961669922,-8.783274824963883e-05,0.305991530418396,0.0
290813,8.599234115332365,552.4629516601562,138.1929931640625,0.0009187888936139643,0.24129372835159302,29.422085117795067,-4.035339617303548e-05,0.07580647644737946,80,552.5387573242188,138.19334411621094,-7.9944591561798e-05,0.2977476716041565,0.0
290814,8.649234116077423,552.8706665039062,138.1947021484375,0.0009985161013901234,0.24039579927921295,29.332683917313368,-4.0763893309792324e-06,0.06976378599959744,81,552.9404296875,138.1949920654297,-0.00014047155855223536,0.26460975408554077,0.0
290815,8.699234116822481,553.2778930664062,138.1964111328125,0.0011062431149184704,0.23943471908569336,29.34290961772393,3.670200595706462e-05,0.064819740035527,82,553.3427124023438,138.19664001464844,-0.00010610909521346912,0.2857264578342438,0.0
290816,8.74923411756754,553.6837158203125,138.19808959960938,0.0012368583120405674,0.23844338953495026,29.186666668746604,5.371516226659583e-05,0.06152375728281868,83,553.7452392578125,138.1982879638672,-0.0001344937481917441,0.27619439363479614,0.0
290817,8.799234118312597,554.088623046875,138.1997528076172,0.0013610267778858542,0.23754318058490753,29.162629532670774,6.19716632854732e-05,0.05981473338781598,84,554.1484375,138.19993591308594,-6.259077781578526e-05,0.32030048966407776,0.0
290818,8.849234119057655,554.4918212890625,138.201416015625,0.0014778327895328403,0.23684899508953094,28.985740728181053,6.322204896491422e-05,0.06011990774641871,85,554.5519409179688,138.20159912109375,-3.79900993721094e-05,0.32458141446113586,0.0
290819,8.899234119802713,554.8939819335938,138.2030792236328,0.0015623283106833696,0.23634737730026245,28.96799720880275,8.623310100119551e-05,0.06201194590429318,86,554.9559936523438,138.2032470703125,-1.718641578918323e-05,0.3790488839149475,0.0
290820,8.949234120547771,555.2948608398438,138.20474243164062,0.0016220282996073365,0.2358371913433075,28.814016830925553,9.923711206738205e-05,0.06518576296938393,87,555.3600463867188,138.2049102783203,-9.7179516160395e-05,0.385415256023407,0.0
290821,8.99923412129283,555.6951293945312,138.20640563964844,0.0016395377460867167,0.23525875806808472,28.8340347295695,0.0001310008638597504,0.0692140353838241,88,555.7643432617188,138.20655822753906,-6.883921741973609e-05,0.4365079700946808,0.0
290822,9.049234122037888,556.0947265625,138.2080078125,0.001630916609428823,0.23453685641288757,28.732883215073006,8.722154294104812e-05,0.07342560372481063,89,556.1681518554688,138.20822143554688,-0.0001407297095283866,0.43411874771118164,0.0
290823,9.099234122782946,556.4945068359375,138.20965576171875,0.0015847968170419335,0.2342122495174408,28.806456424145917,0.00010447686531733408,0.07763701264907581,90,556.5721435546875,138.20986938476562,0.000120185075502377,0.47066497802734375,0.0
290824,9.149234123528004,556.8943481445312,138.21127319335938,0.001522922539152205,0.23398874700069427,28.765840019833607,8.87140946872439e-05,0.08123815982085182,91,556.9755859375,138.21151733398438,-8.790057472651824e-05,0.45237666368484497,0.0
290825,9.199234124273062,557.2950439453125,138.21290588378906,0.0014391136355698109,0.2337944060564041,28.886370324539246,6.895008988294242e-05,0.08386275445409379,92,557.37890625,138.2131805419922,2.520425186958164e-05,0.46959495544433594,0.0
290826,9.24923412501812,557.6964721679688,138.21458435058594,0.001356906839646399,0.23378978669643402,28.88724988031654,0.00010546926279175341,0.08532749770806557,93,557.7817993164062,138.21482849121094,4.3232430471107364e-05,0.4352984130382538,0.0
290827,9.299234125763178,558.0990600585938,138.21621704101562,0.0012731743045151234,0.23345310986042023,29.026381787179666,9.146098764744735e-05,0.08563271710719644,94,558.1846923828125,138.2164764404297,-0.00015328342851717025,0.4373738765716553,0.0
290828,9.349234126508236,558.5023803710938,138.21786499023438,0.0012088202638551593,0.23307104408740997,29.031553468490323,8.84600620167889e-05,0.08490029862158496,95,558.5872802734375,138.21812438964844,1.7979613403440453e-05,0.39471495151519775,0.0
290829,9.399234127253294,558.9067993164062,138.2195281982422,0.0011595344403758645,0.232794851064682,29.154597519800326,9.671656303566635e-05,0.08319127620807405,96,558.989990234375,138.2197723388672,-1.8017744878306985e-05,0.39272964000701904,0.0
290830,9.449234127998352,559.3115844726562,138.22119140625,0.0011403847020119429,0.23247522115707397,29.13002104202186,0.00010322252410332634,0.08105501065706844,97,559.3926391601562,138.22142028808594,-5.756196696893312e-05,0.3525911271572113,0.0
290831,9.49923412874341,559.7169189453125,138.2228546142578,0.0011409568833187222,0.23207415640354156,29.215995529455128,9.371959293957467e-05,0.0787356842388843,98,559.795654296875,138.22308349609375,-5.3390605899039656e-05,0.35783329606056213,0.0
290832,9.549234129488468,560.1221313476562,138.22450256347656,0.0011699104215949774,0.23176388442516327,29.14788350409695,8.44667389117112e-05,0.07647739328123516,99,560.1986083984375,138.2247314453125,2.4254304662463255e-06,0.32781124114990234,0.0
290833,9.599234130233526,560.5272827148438,138.22618103027344,0.001211032853461802,0.23157888650894165,29.197016849691064,0.000107231669346671,0.07458522471929127,100,560.6018676757812,138.22637939453125,3.919012215192197e-06,0.34595900774002075,0.0
290834,9.649234130978584,560.9317626953125,138.227783203125,0.0012694740435108542,0.231257364153862,29.093158420338003,5.6704221293554015e-05,0.07342569885395402,101,561.0051879882812,138.22802734375,-0.000108202853880357,0.3274485468864441,0.0
290835,9.699234131723642,561.3358764648438,138.2294158935547,0.0013251685304567218,0.2312850058078766,29.12070747847315,2.39362054230661e-05,0.0728764941326529,102,561.4087524414062,138.2296905517578,0.0001482221414335072,0.3575201630592346,0.0
290836,9.7492341324687,561.7391967773438,138.2310791015625,0.0013840674655511975,0.2317093312740326,29.00140980430138,4.019517479036597e-05,0.07312057730604805,103,561.8123168945312,138.23133850097656,9.764279093360528e-05,0.3470207750797272,0.0
