frame,time_s,x,y,z,yaw_deg,speed_kmh,lane_shift,nearest_dist,ref_index,ref_x,ref_y,steer,throttle,brake,source
611,10.286494422703981,528.8614501953125,138.09361267089844,-0.0022638512309640646,0.22473356127738953,6.539645882797978,,,0,,,-0.005721378605812788,0.75,0.0,vision
612,10.33649442344904,528.9563598632812,138.09373474121094,-0.0021314811892807484,0.21294468641281128,7.196452684775571,,,0,,,-0.004602647386491299,0.75,0.0,vision
613,10.386494424194098,529.062255859375,138.09385681152344,-0.0019273185171186924,0.20338945090770721,7.778515682837385,,,0,,,-0.004195725545287132,0.75,0.0,vision
614,10.436494424939156,529.1779174804688,138.09396362304688,-0.0016800498124212027,0.20989146828651428,8.645932261414831,,,0,,,-0.004116944968700409,0.75,0.0,vision
615,10.486494425684214,529.3037109375,138.09410095214844,-0.0014236640417948365,0.21199335157871246,9.36902982966054,,,0,,,-0.0039449832402169704,0.75,0.0,vision
616,10.536494426429272,529.4461669921875,138.09429931640625,-0.0013487434480339289,0.19728806614875793,10.580713950601814,,,0,,,-0.003810885129496455,0.75,0.0,vision
617,10.58649442717433,529.6004028320312,138.09457397460938,-0.0012751960894092917,0.18539150059223175,11.42899615602508,,,0,,,-0.0021331992466002703,0.75,0.0,vision
618,10.636494427919388,529.7674560546875,138.09490966796875,-0.001241397811099887,0.17592081427574158,12.39933795642389,,,0,,,-0.002104344544932246,0.75,0.0,vision
619,10.686494428664446,529.9491577148438,138.0953826904297,-0.0012814903166145086,0.1716475784778595,13.499617400861727,,,0,,,0.00015573263226542622,0.75,0.0,vision
620,10.736494429409504,530.146728515625,138.095947265625,-0.0013998985523357987,0.17030005156993866,14.674055535829012,,,0,,,0.0001014057343127206,0.75,0.0,vision
621,10.786494430154562,530.3626098632812,138.09657287597656,-0.0016156958881765604,0.17005720734596252,16.049598169758788,,,0,,,0.0001242111757164821,0.75,0.0,vision
622,10.83649443089962,530.5963745117188,138.09727478027344,-0.0018594932043924928,0.17041100561618805,17.26135121725794,,,0,,,0.00020633537496905774,0.75,0.0,vision
623,10.886494431644678,530.8421020507812,138.09803771972656,-0.001942272181622684,0.17134234309196472,17.797221907599297,,,0,,,0.000285916990833357,0.75,0.0,vision
624,10.936494432389736,531.0869140625,138.09886169433594,-0.0016150474548339844,0.17521902918815613,17.65272852980062,,,0,,,0.0014191047521308064,0.75,0.0,vision
625,10.986494433134794,531.3352661132812,138.09979248046875,-0.0011512184282764792,0.1828734278678894,18.595253153519316,,,0,,,0.0019623676780611277,0.75,0.0,vision
626,11.036494433879852,531.6118774414062,138.1009063720703,-0.0011834907345473766,0.19290316104888916,20.56849580021628,,,0,,,0.0018542363541200757,0.75,0.0,vision
627,11.08649443462491,531.8973999023438,138.10208129882812,-0.0011025810381397605,0.20371074974536896,20.6232132636568,,,0,,,0.0017744273645803332,0.75,0.0,vision
628,11.136494435369968,532.185791015625,138.10330200195312,-0.0008171653607860208,0.21475249528884888,20.963764188858743,,,0,,,0.0017488909652456641,0.75,0.0,vision
629,11.186494436115026,532.4791259765625,138.10459899902344,-0.0004986762651242316,0.22642463445663452,21.34494929486096,,,0,,,0.0017313334392383695,0.75,0.0,vision
630,11.236494436860085,532.7799682617188,138.10595703125,-0.0002553749072831124,0.23933562636375427,21.970648175924524,,,0,,,0.001387184951454401,0.75,0.0,vision
631,11.286494437605143,533.0906372070312,138.107421875,-0.00015859605628065765,0.22867195308208466,22.8054623750356,,,0,,,0.00023895232880022377,0.75,0.0,vision
632,11.3364944383502,533.4224243164062,138.10885620117188,-0.00046274185297079384,0.22765587270259857,24.407320119827347,,,0,,,0.0003570654953364283,0.75,0.0,vision
633,11.386494439095259,533.776123046875,138.11038208007812,-0.000985965714789927,0.2149682641029358,25.86238971763748,,,0,,,0.00046081721666269004,0.75,0.0,vision
634,11.436494439840317,534.1322021484375,138.11184692382812,-0.001077098771929741,0.21872232854366302,25.426206932845584,,,0,,,0.0005319708725437522,0.75,0.0,vision
635,11.486494440585375,534.4878540039062,138.11317443847656,-0.0008373832679353654,0.18723009526729584,25.814087240862925,,,0,,,-0.003822311758995056,0.75,0.0,vision
636,11.536494441330433,534.8521118164062,138.1141357421875,-0.0006725501734763384,0.18270234763622284,27.09110642437845,,,0,,,-0.0034420860465615988,0.75,0.0,vision
637,11.586494442075491,535.2403564453125,138.115234375,-0.0009187125833705068,0.18874500691890717,28.383241510041344,,,0,,,0.0007192291086539626,0.75,0.0,vision
638,11.636494442820549,535.6473999023438,138.1166229248047,-0.0012813376961275935,0.1924830675125122,29.906158157102908,,,0,,,0.0005626835627481341,0.6479742527008057,0.0,vision
639,11.686494443565607,536.0692749023438,138.11817932128906,-0.001563434605486691,0.15314726531505585,30.570202820339496,,,0,,,0.0004721705336123705,0.14696556329727173,0.0,vision
640,11.736494444310665,536.4996337890625,138.11964416503906,-0.0016044426010921597,0.11127713322639465,31.246316293447677,,,0,,,0.000413839821703732,0.0,0.08480680733919144,vision
641,11.786494445055723,536.9301147460938,138.12109375,-0.0012827110476791859,0.009912191890180111,30.845001898669015,,,0,,,0.0003803599101956934,0.0,0.30000001192092896,vision
642,11.836494445800781,537.3588256835938,138.12213134765625,-0.0007135963533073664,-0.0857238620519638,31.037422297794834,,,0,,,-0.0009731572354212403,0.0,0.21446417272090912,vision
643,11.88649444654584,537.78125,138.123046875,5.788802809547633e-05,-0.21435546875,30.23121568332623,,,0,,,0.0028969247359782457,0.0,0.2915171682834625,vision
644,11.936494447290897,538.1988525390625,138.12353515625,0.0008288383251056075,-0.3082579970359802,30.23133692718412,,,0,,,0.0026980710681527853,0.0,0.04904848709702492,vision
645,11.986494448035955,538.6099243164062,138.12367248535156,0.0015532111283391714,-0.426177978515625,29.395051834533128,,,0,,,0.002579698571935296,0.0,0.06109941750764847,vision
646,12.036494448781013,539.0167236328125,138.12315368652344,0.002096462296321988,-0.5086363554000854,29.408266413538563,,,0,,,0.0025213926564902067,0.19279257953166962,0.0,vision
647,12.086494449526072,539.4174194335938,138.12216186523438,0.002509861020371318,-0.6175230741500854,28.606487898383822,,,0,,,0.00248352182097733,0.182846337556839,0.0,vision
648,12.13649445027113,539.81494140625,138.12063598632812,0.0027095985133200884,-0.6861265897750854,28.70162434251364,,,0,,,0.0061676171608269215,0.4342871904373169,0.0,vision
649,12.186494451016188,540.2074584960938,138.11947631835938,0.0027959251310676336,-0.7528991103172302,28.00940463124105,,,0,,,0.018440987914800644,0.40739715099334717,0.0,vision
650,12.236494451761246,540.5988159179688,138.118408203125,0.0027020073030143976,-0.75726318359375,28.27327751973298,,,0,,,0.01745218224823475,0.6313638091087341,0.0,vision
651,12.286494452506304,540.9877319335938,138.1173553466797,0.0025395392440259457,-0.778533935546875,27.779854202560212,,,0,,,0.016900774091482162,0.5558611750602722,0.0,vision
652,12.336494453251362,541.378173828125,138.1160430908203,0.002249965677037835,-0.764129638671875,28.250268717381914,,,0,,,0.01656210608780384,0.7186069488525391,0.0,vision
653,12.38649445399642,541.7689819335938,138.1148681640625,0.0019441795302554965,-0.7722472548484802,27.98758136426374,,,0,,,0.019161703065037727,0.5777235627174377,0.0,vision
654,12.436494454741478,542.163818359375,138.11366271972656,0.0015761756803840399,-0.741607666015625,28.6077700164947,,,0,,,0.01888171024620533,0.6658952832221985,0.0,vision
655,12.486494455486536,542.5609130859375,138.11260986328125,0.0012578010791912675,-0.734710693359375,28.45539066776508,,,0,,,0.018880754709243774,0.4750289022922516,0.0,vision
656,12.536494456231594,542.9629516601562,138.11155700683594,0.000941638951189816,-0.7012634873390198,29.18556338362718,,,0,,,0.01877899095416069,0.5252708792686462,0.0,vision
657,12.586494456976652,543.3682250976562,138.11068725585938,0.0007083320524543524,-0.692962646484375,29.159308120918837,,,0,,,0.018835706636309624,0.2963343858718872,0.0,vision
658,12.63649445772171,543.7772827148438,138.10984802246094,0.0005429649027064443,-0.6452025175094604,29.62352529124192,,,0,,,0.018819961696863174,0.30320435762405396,0.0,vision
659,12.686494458466768,544.1859130859375,138.10940551757812,0.0005457114893943071,-0.6270139813423157,29.22846636005537,,,0,,,0.021012088283896446,0.1549961417913437,0.0,vision
660,12.736494459211826,544.5951538085938,138.10922241210938,0.0006312369951047003,-0.5757445096969604,29.62254382880526,,,0,,,0.02084416151046753,0.2761155068874359,0.0,vision
661,12.786494459956884,545.0015258789062,138.10940551757812,0.000844821915961802,-0.5480956435203552,29.096685951017943,,,0,,,0.020744364708662033,0.14888378977775574,0.0,vision
662,12.836494460701942,545.4066772460938,138.1097869873047,0.0010721778962761164,-0.4830321669578552,29.30957452294554,,,0,,,0.02072211541235447,0.31086885929107666,0.0,vision
663,12.886494461447,545.80810546875,138.11058044433594,0.0013445854419842362,-0.4488524794578552,28.702704868038083,,,0,,,0.020688790827989578,0.24130970239639282,0.0,vision
664,12.936494462192059,546.20849609375,138.11163330078125,0.0015430259518325329,-0.3847655951976776,28.982536933029504,,,0,,,0.020700255408883095,0.4302610158920288,0.0,vision
665,12.986494462937117,546.6058349609375,138.11312866210938,0.001722965156659484,-0.3493956923484802,28.43905673090567,,,0,,,0.02161440998315811,0.34137287735939026,0.0,vision
666,13.036494463682175,547.0030517578125,138.1149444580078,0.0017943000420928001,-0.279205322265625,28.741199913436528,,,0,,,0.021594246849417686,0.5122295618057251,0.0,vision
667,13.086494464427233,547.3982543945312,138.11700439453125,0.0018339346861466765,-0.24945063889026642,28.255798295248184,,,0,,,0.017771409824490547,0.4183768630027771,0.0,vision
668,13.13649446517229,547.7950439453125,138.119140625,0.0017576408572494984,-0.2073669284582138,28.764920494792573,,,0,,,0.018008721992373466,0.5731973648071289,0.0,vision
669,13.186494465917349,548.1919555664062,138.12159729003906,0.0016560172662138939,-0.2000426948070526,28.48267155480041,,,0,,,0.018131230026483536,0.4153267741203308,0.0,vision
670,13.236494466662407,548.5913696289062,138.12416076660156,0.001489353133365512,-0.1606445014476776,28.91927939209253,,,0,,,0.01821545884013176,0.505902111530304,0.0,vision
671,13.286494467407465,548.9909057617188,138.12693786621094,0.0013640784891322255,-0.1593017280101776,28.56501280667788,,,0,,,0.017134476453065872,0.37043440341949463,0.0,vision
672,13.336494468152523,549.39306640625,138.12974548339844,0.0012163352221250534,-0.1387634128332138,29.144528146910847,,,0,,,0.01723146252334118,0.48310959339141846,0.0,vision
673,13.386494468897581,549.7951049804688,138.13232421875,0.0011408042628318071,-0.159759521484375,28.83555131168883,,,0,,,0.009934810921549797,0.30138054490089417,0.0,vision
674,13.43649446964264,550.198486328125,138.1344757080078,0.0010826301295310259,-0.1635131686925888,29.19636213738518,,,0,,,0.010409807786345482,0.39815983176231384,0.0,vision
675,13.486494470387697,550.6005249023438,138.13653564453125,0.0011127281468361616,-0.2094421535730362,28.747290395150387,,,0,,,0.010748558677732944,0.28422242403030396,0.0,vision
676,13.536494471132755,551.0034790039062,138.13832092285156,0.0011370658176019788,-0.2344360053539276,29.18700881501222,,,0,,,0.01086373906582594,0.42459508776664734,0.0,vision
677,13.586494471877813,551.4048461914062,138.1400909423828,0.0012188148684799671,-0.2862548530101776,28.759333034665858,,,0,,,0.012024575844407082,0.2852770686149597,0.0,vision
678,13.636494472622871,551.8064575195312,138.14157104492188,0.0012785529252141714,-0.30145263671875,29.05664132754077,,,0,,,0.012024575844407082,0.2852770686149597,0.0,vision
679,13.68649447336793,552.2055053710938,138.14317321777344,0.0013894843868911266,-0.3397216200828552,28.52330529674204,,,0,,,0.01591401919722557,0.32426342368125916,0.0,vision
680,13.736494474112988,552.6047973632812,138.14468383789062,0.0014476203359663486,-0.3415527641773224,28.918503532713082,,,0,,,0.01563548855483532,0.4917893707752228,0.0,vision
681,13.786494474858046,553.0023803710938,138.14622497558594,0.0015146445948630571,-0.3674010932445526,28.493047712734644,,,0,,,0.015472782775759697,0.36758050322532654,0.0,vision
682,13.836494475603104,553.4009399414062,138.14756774902344,0.0015111350221559405,-0.3565063178539276,28.850310922565917,,,0,,,0.015367249958217144,0.5014811754226685,0.0,vision
683,13.886494476348162,553.7984619140625,138.1490020751953,0.0015140342293307185,-0.375701904296875,28.424244756866738,,,0,,,0.01662069745361805,0.3899288773536682,0.0,vision
684,13.93649447709322,554.1980590820312,138.1503448486328,0.0014423942193388939,-0.3693237602710724,28.966048345009572,,,0,,,0.01650947518646717,0.5248697400093079,0.0,vision
685,13.986494477838278,554.5975952148438,138.15182495117188,0.0013868140522390604,-0.384429931640625,28.659811299566485,,,0,,,0.01769605465233326,0.35515666007995605,0.0,vision
686,14.036494478583336,554.9989013671875,138.1532440185547,0.0012996483128517866,-0.359649658203125,29.0513145083964,,,0,,,0.017584867775440216,0.45162567496299744,0.0,vision
687,14.086494479328394,555.3995361328125,138.15478515625,0.001268520369194448,-0.3661803603172302,28.641711642605596,,,0,,,0.017516102641820908,0.32891544699668884,0.0,vision
688,14.136494480073452,555.8019409179688,138.15631103515625,0.0012149238027632236,-0.34698486328125,29.14691822694586,,,0,,,0.017488662153482437,0.45794767141342163,0.0,vision
689,14.18649448081851,556.203369140625,138.157958984375,0.0012190055567771196,-0.35235595703125,28.777447556147443,,,0,,,0.01769348420202732,0.29893556237220764,0.0,vision
690,14.236494481563568,556.6056518554688,138.15957641601562,0.0012130546383559704,-0.3206481635570526,29.1178149258664,,,0,,,0.017672060057520866,0.4144248366355896,0.0,vision
691,14.286494482308626,557.0064697265625,138.16123962402344,0.0012658500345423818,-0.3269652724266052,28.653134256122765,,,0,,,0.0148650286719203,0.30694910883903503,0.0,vision
692,14.336494483053684,557.408203125,138.1627197265625,0.00128454202786088,-0.3143920600414276,29.098603963748584,,,0,,,0.015015069395303726,0.4525980055332184,0.0,vision
693,14.386494483798742,557.8085327148438,138.16429138183594,0.0013398551382124424,-0.33236685395240784,28.687905137449402,,,0,,,0.015149164944887161,0.3119661509990692,0.0,vision
694,14.4364944845438,558.20947265625,138.16580200195312,0.001356754219159484,-0.31463623046875,29.020365049953845,,,0,,,0.01614169403910637,0.44038963317871094,0.0,vision
695,14.486494485288858,558.6089477539062,138.16746520996094,0.001406764960847795,-0.3286742866039276,28.554476626476212,,,0,,,0.016123056411743164,0.335761696100235,0.0,vision
696,14.536494486033916,559.0095825195312,138.16903686523438,0.0014004325494170189,-0.3176575005054474,29.020672057393917,,,0,,,0.016095368191599846,0.48245376348495483,0.0,vision
697,14.586494486778975,559.4091186523438,138.17080688476562,0.0014162635197862983,-0.33038330078125,28.639858875909912,,,0,,,0.01771591231226921,0.33600515127182007,0.0,vision
698,14.636494487524033,559.8096923828125,138.1725616455078,0.0013882636558264494,-0.3036498725414276,28.99602417236998,,,0,,,0.017611291259527206,0.4556993544101715,0.0,vision
699,14.68649448826909,560.2091674804688,138.17445373535156,0.0013962745433673263,-0.3083190321922302,28.556150994122692,,,0,,,0.017532404512166977,0.3441338539123535,0.0,vision
700,14.736494489014149,560.6101684570312,138.17636108398438,0.0013560676015913486,-0.2878417670726776,29.04992356742851,,,0,,,0.01750258170068264,0.482939213514328,0.0,vision
701,14.786494489759207,561.0103149414062,138.17840576171875,0.0013496207538992167,-0.29351806640625,28.687207872196197,,,0,,,0.017466256394982338,0.3279162347316742,0.0,vision
702,14.836494490504265,561.4115600585938,138.18038940429688,0.0013143348041921854,-0.2639159858226776,29.04508612729046,,,0,,,0.017142118886113167,0.44183260202407837,0.0,vision
703,14.886494491249323,561.8115844726562,138.18247985839844,0.0013272666838020086,-0.2696532905101776,28.60328181079471,,,0,,,0.016438569873571396,0.3294852674007416,0.0,vision
704,14.936494491994381,562.2130737304688,138.1845245361328,0.0013025474036112428,-0.2528075873851776,29.08387239438096,,,0,,,0.01651492714881897,0.46855589747428894,0.0,vision
705,14.986494492739439,562.6134643554688,138.18667602539062,0.0013178061926737428,-0.2636413276195526,28.704715623555852,,,0,,,0.016528410837054253,0.31734752655029297,0.0,vision
706,15.036494493484497,563.0148315429688,138.1887664794922,0.001305217738263309,-0.239349365234375,29.051377804923824,,,0,,,0.01656659133732319,0.43614089488983154,0.0,vision
707,15.086494494229555,563.4148559570312,138.19100952148438,0.0013380622258409858,-0.248260498046875,28.59783003823599,,,0,,,0.016622304916381836,0.3271082043647766,0.0,vision
708,15.136494494974613,563.8161010742188,138.19320678710938,0.0013284110464155674,-0.2324218600988388,29.067475468780323,,,0,,,0.01664314977824688,0.4697633385658264,0.0,vision
709,15.186494495719671,564.2162475585938,138.1953887939453,0.0013519477797672153,-0.249786376953125,28.68193287253305,,,0,,,0.01365581713616848,0.32197514176368713,0.0,vision
710,15.23649449646473,564.6173095703125,138.19729614257812,0.0013404273195192218,-0.2391357123851776,29.028656261929605,,,0,,,0.013839795254170895,0.442836731672287,0.0,vision
711,15.286494497209787,565.0170288085938,138.19924926757812,0.0013690757332369685,-0.2653197944164276,28.577241884137123,,,0,,,0.01396277267485857,0.33391475677490234,0.0,vision
712,15.336494497954845,565.4180297851562,138.20103454589844,0.0013503837399184704,-0.2691955268383026,29.05311665981276,,,0,,,0.01401554886251688,0.47606921195983887,0.0,vision
713,15.386494498699903,565.8180541992188,138.20281982421875,0.001363353687338531,-0.302001953125,28.67550578963703,,,0,,,0.01356605626642704,0.3264816701412201,0.0,vision
714,15.436494499444962,566.2191162109375,138.204345703125,0.0013413047417998314,-0.3013305962085724,29.027403207648046,,,0,,,0.013591005466878414,0.44498422741889954,0.0,vision
715,15.48649450019002,566.6188354492188,138.2060089111328,0.0013611792819574475,-0.329833984375,28.581175180306253,,,0,,,0.015974486246705055,0.3345240354537964,0.0,vision
716,15.536494500935078,567.02001953125,138.2075958251953,0.0013364601181820035,-0.3287353217601776,29.062037210677268,,,0,,,0.015819001942873,0.4750823676586151,0.0,vision
717,15.586494501680136,567.420166015625,138.20921325683594,0.0013462638016790152,-0.351654052734375,28.68692852849729,,,0,,,0.01575419120490551,0.32392075657844543,0.0,vision
718,15.636494502425194,567.8214111328125,138.21067810058594,0.0013244438450783491,-0.3376159369945526,29.03846799256929,,,0,,,0.015688057988882065,0.4415946900844574,0.0,vision
719,15.686494503170252,568.2213134765625,138.21221923828125,0.0013469505356624722,-0.3546752631664276,28.590842605018675,,,0,,,0.016329461708664894,0.33117833733558655,0.0,vision
720,15.73649450391531,568.62255859375,138.2136688232422,0.0013269614428281784,-0.3451842963695526,29.068207203253777,,,0,,,0.016260014846920967,0.47209474444389343,0.0,vision
721,15.786494504660368,569.0227661132812,138.21522521972656,0.0013421439798548818,-0.35983267426490784,28.6889218062954,,,0,,,0.01701083965599537,0.3219601511955261,0.0,vision
722,15.836494505405426,569.4239501953125,138.21673583984375,0.0013256644597277045,-0.3364257514476776,29.03802945370494,,,0,,,0.016948865726590157,0.440890371799469,0.0,vision
723,15.886494506150484,569.8237915039062,138.21836853027344,0.0013522148365154862,-0.3449401557445526,28.587878932377706,,,0,,,0.016903873533010483,0.33120355010032654,0.0,vision
724,15.936494506895542,570.2250366210938,138.21994018554688,0.0013346290215849876,-0.3281860053539276,29.063425359485272,,,0,,,0.016892464831471443,0.47290492057800293,0.0,vision
725,15.9864945076406,570.6251220703125,138.22164916992188,0.0013511085417121649,-0.3380126655101776,28.68330861960972,,,0,,,0.016872689127922058,0.3233506381511688,0.0,vision
726,16.03649450838566,571.0263061523438,138.22328186035156,0.0013337897835299373,-0.3117675483226776,29.032841883784414,,,0,,,0.01700861193239689,0.4425659775733948,0.0,vision
727,16.086494509130716,571.4261474609375,138.2248992919922,0.0013586997520178556,-0.3248595893383026,28.583855561635254,,,0,,,0.013810217380523682,0.332780659198761,0.0,vision
728,16.136494509875774,571.8273315429688,138.22628784179688,0.0013386344071477652,-0.3212890326976776,29.060885894388793,,,0,,,0.013972479850053787,0.4741547405719757,0.0,vision
729,16.186494510620832,572.2274780273438,138.2277069091797,0.0013522148365154862,-0.3484496474266052,28.68273379315545,,,0,,,0.014138017781078815,0.32416805624961853,0.0,vision
730,16.23649451136589,572.628662109375,138.2289581298828,0.0013325309846550226,-0.3423461616039276,29.033214812668863,,,0,,,0.014172673225402832,0.44279155135154724,0.0,vision
731,16.28649451211095,573.0285034179688,138.2301483154297,0.0013556480407714844,-0.374114990234375,28.585528262550422,,,0,,,0.012397738173604012,0.33272284269332886,0.0,vision
732,16.336494512856007,573.4296875,138.23104858398438,0.0013344764010980725,-0.3868407607078552,29.063104796454287,,,0,,,0.012460028752684593,0.4736891984939575,0.0,vision
733,16.386494513601065,573.8298950195312,138.2321319580078,0.0013475227169692516,-0.4189147651195526,28.68521463428137,,,0,,,0.01734052039682865,0.32352420687675476,0.0,vision
734,16.436494514346123,574.2310180664062,138.23321533203125,0.00132837297860533,-0.4052733778953552,29.03566646319708,,,0,,,0.017063433304429054,0.4420517683029175,0.0,vision
735,16.48649451509118,574.630859375,138.23440551757812,0.0013522148365154862,-0.4194946587085724,28.587136610988406,,,0,,,0.016914762556552887,0.3319741487503052,0.0,vision
736,16.53649451583624,575.0321044921875,138.2355194091797,0.00133256905246526,-0.4064025580883026,29.064589736622235,,,0,,,0.016805177554488182,0.47318750619888306,0.0,vision
737,16.586494516581297,575.4322509765625,138.23675537109375,0.0013471030397340655,-0.4165954291820526,28.685808243426088,,,0,,,0.017798561602830887,0.32304462790489197,0.0,vision
738,16.636494517326355,575.8334350585938,138.2379608154297,0.001329288468696177,-0.387939453125,29.03571836180672,,,0,,,0.017688270658254623,0.4418407678604126,0.0,vision
739,16.686494518071413,576.2332763671875,138.23934936523438,0.0013541984371840954,-0.3890990912914276,28.586294621644917,,,0,,,0.01849193498492241,0.33192694187164307,0.0,vision
740,16.73649451881647,576.6344604492188,138.24078369140625,0.001335201202891767,-0.3626403510570526,29.063313676281137,,,0,,,0.018419446423649788,0.4734219014644623,0.0,vision
741,16.78649451956153,577.0346069335938,138.24241638183594,0.0013501166831701994,-0.3616027235984802,28.684224859004892,,,0,,,0.018358223140239716,0.32341957092285156,0.0,vision
742,16.836494520306587,577.435791015625,138.24403381347656,0.0013320732396095991,-0.3240661323070526,29.0342154909977,,,0,,,0.018347878009080887,0.44232043623924255,0.0,vision
743,16.886494521051645,577.8356323242188,138.24586486816406,0.0013564872788265347,-0.319488525390625,28.58500978738079,,,0,,,0.01827012374997139,0.33239060640335083,0.0,vision
744,16.936494521796703,578.2367553710938,138.24774169921875,0.001336917863227427,-0.2901916205883026,29.062505374798622,,,0,,,0.01828359067440033,0.47382646799087524,0.0,vision
745,16.98649452254176,578.6369018554688,138.2496337890625,0.0013508796691894531,-0.2948302626609802,28.684079826646077,,,0,,,0.014943907968699932,0.3236825168132782,0.0,vision
746,17.03649452328682,579.0380859375,138.2513427734375,0.0013320350553840399,-0.2720336318016052,29.034223737351255,,,0,,,0.015154978260397911,0.44237929582595825,0.0,vision
747,17.086494524031878,579.4379272460938,138.253173828125,0.0013558005448430777,-0.2865905463695526,28.585674497701593,,,0,,,0.015292678959667683,0.3324050009250641,0.0,vision
