t,throttle,speed_kmh
6.65,0.5,20.191210221190325
6.7,0.5,20.29550702993697
6.75,0.5,20.54779019898858
6.800000000000001,0.5,20.667188045996372
6.8500000000000005,0.5,20.735198849625487
6.9,0.5,20.6398920631692
6.95,0.5,22.174183247837078
7.0,0.5,22.927533968907266
7.050000000000001,0.5,23.513819712848665
7.1000000000000005,0.5,24.031174523960054
7.15,0.5,24.4303004865075
7.2,0.5,24.699708326232226
7.25,0.5,25.061968143439252
7.300000000000001,0.5,25.2887334332468
7.3500000000000005,0.5,25.62172490195083
7.4,0.5,25.81507447947736
7.45,0.5,26.13095812869305
7.5,0.5,26.307160415284365
7.550000000000001,0.5,26.611038049343993
7.6000000000000005,0.5,26.77904864093869
7.65,0.5,27.0747774916445
7.7,0.5,27.23926044156173
7.75,0.5,27.529902954938866
7.800000000000001,0.5,27.693038362381277
7.8500000000000005,0.5,27.98087420196834
7.9,0.5,28.143688601561
7.95,0.5,28.43024212301661
8.0,0.5,28.593274529071852
8.05,0.5,28.879448670863958
8.1,0.5,29.043066440191406
8.15,0.5,29.32935043886646
8.200000000000001,0.5,29.4938471118975
8.25,0.5,29.78048129436047
8.3,0.5,29.946083464495526
8.35,0.5,30.233194859967917
8.4,0.5,30.400074189747347
8.450000000000001,0.5,30.68774862910989
8.5,0.5,30.85591198427428
8.55,0.5,31.14374777873078
8.6,0.5,31.312474178931517
8.65,0.5,31.599746913835126
8.700000000000001,0.5,31.768438975353057
8.75,0.5,32.05474009585676
8.8,0.5,32.223061361664584
8.85,0.5,32.50818487385568
8.9,0.5,32.67593278294527
8.950000000000001,0.5,32.9597516573425
9.0,0.5,33.1268232122698
9.05,0.5,33.40926191708079
9.1,0.5,33.57560905349735
9.15,0.5,33.85661609194696
9.200000000000001,0.5,34.022207910589
9.25,0.5,34.301766114968686
9.3,0.5,34.46658544974008
9.35,0.5,34.744674221420574
9.4,0.5,34.908717639336174
9.450000000000001,0.5,35.18533011201082
9.5,0.5,35.34859761287063
9.55,0.5,35.623723487158856
9.600000000000001,0.5,35.78621163802873
9.65,0.5,36.059847479913806
9.700000000000001,0.5,36.22156314729306
9.75,0.5,36.493702091106634
9.8,0.5,36.65464527543463
9.850000000000001,0.5,36.925294187640766
9.9,0.5,37.08546832163255
9.950000000000001,0.5,37.35462376933181
